Gün,Mağaza,Lokasyon,Kod,SatıcıÜrünAdı,ANAGRUP,ALTGRUP,URUNCESIDI,SatışMiktarı
31-7-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
31-7-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
31-7-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
1-8-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,7
1-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
1-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
2-8-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
2-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
2-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
3-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
3-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,1
3-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
4-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,7
4-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
4-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
5-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
6-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
6-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,1
6-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
7-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,9
7-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
7-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
8-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
8-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
8-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
9-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
9-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,6
10-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
10-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
11-8-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
11-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
11-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
12-8-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
12-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
12-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,5
12-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
13-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
13-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,1
14-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,10
15-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
15-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
15-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
16-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
16-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
16-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
17-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
17-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
18-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
18-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,1
18-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
19-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
19-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,1
20-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
20-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
20-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
21-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,7
21-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,5
21-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
22-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
22-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,1
22-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
23-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
23-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
24-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
24-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
24-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
25-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
25-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,1
26-8-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
26-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,7
26-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,4
26-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
27-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
27-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,1
27-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
28-8-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,12
28-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
28-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
28-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
29-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
29-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
29-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
30-8-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
30-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
30-8-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
30-8-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
31-8-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
31-8-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
1-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
1-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,4
2-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
2-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
2-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
2-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
3-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
3-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
3-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,5
3-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
4-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
4-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
4-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
4-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
5-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
5-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
5-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
6-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
6-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
7-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
7-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
7-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,6
8-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
8-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,7
8-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
9-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
9-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
10-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,10
10-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
11-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
11-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
11-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
12-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
13-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
13-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
14-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
14-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
14-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
15-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
15-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
15-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
16-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
16-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,8
17-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
17-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,11
17-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
17-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
18-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
18-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,12
18-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,7
18-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
19-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
19-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
19-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,6
20-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
20-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,10
20-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
21-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,16
21-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,1
21-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
22-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
22-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
22-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
22-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,10
23-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
23-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
23-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
23-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
24-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
24-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,25
24-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,8
24-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
25-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
25-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,21
25-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,8
25-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,6
26-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
26-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,7
26-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
26-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
27-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
27-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,10
27-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
27-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
28-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
28-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
28-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
28-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
29-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
29-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
29-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,1
29-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,8
30-9-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
30-9-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
30-9-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
30-9-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
1-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
1-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,8
1-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,4
1-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,6
2-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
2-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,15
2-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,7
2-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,9
3-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
3-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
3-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
4-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
4-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
5-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
5-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,10
5-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,8
5-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,8
6-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
6-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
6-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
7-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
7-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
7-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
8-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
8-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
8-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,6
8-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,9
9-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
9-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,17
9-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,10
9-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,7
10-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
10-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
10-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,6
11-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
11-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
11-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
12-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
12-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
12-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
12-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
13-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
13-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
13-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
13-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
14-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
14-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
14-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,1
14-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,6
15-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
15-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,17
15-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,20
15-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,18
16-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,53
16-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
16-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,35
17-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,21
17-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,5
17-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,17
18-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,5
18-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,8
18-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,4
18-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,26
19-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
19-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
19-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,5
19-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,8
20-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
20-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
20-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
20-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,8
21-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
21-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,1
21-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
22-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
22-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
22-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,7
22-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
23-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,5
23-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,7
23-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,5
23-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
24-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,11
24-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
24-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,2
25-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
25-10-2016,Magaza_1,Beylikdüzü,31000368,E,anagrup1,alt-grup-4,cesit-3,3
25-10-2016,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
26-10-2016,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
26-10-2016,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,8
